"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Crude Rate Standard Error	Age Adjusted Rate	Age Adjusted Rate Lower 95% Confidence Interval	Age Adjusted Rate Upper 95% Confidence Interval	Age Adjusted Rate Standard Error	% of Total Deaths
	"White County, AR"	"05145"	27	531169	5.1	3.3	7.4	1.0	5.3	3.5	7.8	1.0	0.0%
	"Woodruff County, AR"	"05147"	Suppressed	51866	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Yell County, AR"	"05149"	14	153446	Unreliable	5.0	15.3	2.4	Unreliable	5.6	17.3	2.8	0.0%
	"Alameda County, CA"	"06001"	205	10470812	2.0	1.7	2.2	0.1	1.8	1.6	2.1	0.1	0.1%
	"Alpine County, CA"	"06003"	Suppressed	8355	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Amador County, CA"	"06005"	37	266674	13.9	9.8	19.1	2.3	11.7	8.1	16.5	2.0	0.0%
	"Butte County, CA"	"06007"	124	1534909	8.1	6.7	9.5	0.7	8.1	6.7	9.6	0.8	0.1%
	"Calaveras County, CA"	"06009"	33	319850	10.3	7.1	14.5	1.8	11.2	7.5	16.1	2.1	0.0%
	"Colusa County, CA"	"06011"	Suppressed	148728	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Contra Costa County, CA"	"06013"	286	7265938	3.9	3.5	4.4	0.2	3.8	3.3	4.2	0.2	0.2%
	"Del Norte County, CA"	"06015"	12	199280	Unreliable	3.1	10.5	1.7	Unreliable	3.1	10.6	1.8	0.0%
	"El Dorado County, CA"	"06017"	96	1256629	7.6	6.2	9.3	0.8	7.7	6.2	9.5	0.8	0.1%
	"Fresno County, CA"	"06019"	428	6432152	6.7	6.0	7.3	0.3	7.2	6.5	7.9	0.4	0.3%
	"Glenn County, CA"	"06021"	Suppressed	195788	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Humboldt County, CA"	"06023"	166	934706	17.8	15.1	20.5	1.4	17.8	15.0	20.5	1.4	0.1%
	"Imperial County, CA"	"06025"	47	1193559	3.9	2.9	5.2	0.6	4.1	3.0	5.5	0.6	0.0%
	"Inyo County, CA"	"06027"	Suppressed	129177	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Kern County, CA"	"06029"	330	5783755	5.7	5.1	6.3	0.3	5.9	5.3	6.6	0.3	0.2%
	"Kings County, CA"	"06031"	51	1060548	4.8	3.6	6.3	0.7	4.9	3.6	6.5	0.7	0.0%
	"Lake County, CA"	"06033"	102	450055	22.7	18.3	27.1	2.2	20.2	16.1	24.4	2.1	0.1%
	"Lassen County, CA"	"06035"	60	243354	24.7	18.8	31.7	3.2	21.7	16.5	27.9	2.8	0.0%
	"Los Angeles County, CA"	"06037"	1744	68631311	2.5	2.4	2.7	0.1	2.5	2.4	2.6	0.1	1.2%
	"Madera County, CA"	"06039"	65	1043290	6.2	4.8	7.9	0.8	6.4	4.9	8.2	0.8	0.0%
	"Marin County, CA"	"06041"	142	1753597	8.1	6.8	9.4	0.7	7.2	6.0	8.5	0.6	0.1%
	"Mariposa County, CA"	"06043"	10	127556	Unreliable	3.8	14.4	2.5	Unreliable	3.1	12.7	2.2	0.0%
	"Mendocino County, CA"	"06045"	58	612428	9.5	7.2	12.2	1.2	8.6	6.4	11.2	1.2	0.0%
	"Merced County, CA"	"06047"	63	1774714	3.5	2.7	4.5	0.4	3.9	3.0	5.0	0.5	0.0%
	"Modoc County, CA"	"06049"	12	66869	Unreliable	9.3	31.3	5.2	Unreliable	10.5	37.5	6.2	0.0%
	"Mono County, CA"	"06051"	Suppressed	98150	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Monterey County, CA"	"06053"	151	2884209	5.2	4.4	6.1	0.4	5.2	4.4	6.1	0.4	0.1%
	"Napa County, CA"	"06055"	27	947013	2.9	1.9	4.1	0.5	2.4	1.6	3.6	0.5	0.0%
	"Nevada County, CA"	"06057"	35	687802	5.1	3.5	7.1	0.9	5.1	3.4	7.2	0.9	0.0%
	"Orange County, CA"	"06059"	1512	20964769	7.2	6.8	7.6	0.2	7.0	6.6	7.3	0.2	1.1%
	"Placer County, CA"	"06061"	73	2399587	3.0	2.4	3.8	0.4	3.1	2.4	3.9	0.4	0.1%
	"Plumas County, CA"	"06063"	33	141179	23.4	16.1	32.8	4.1	21.8	14.4	31.7	4.2	0.0%
	"Riverside County, CA"	"06065"	751	15042034	5.0	4.6	5.3	0.2	5.1	4.8	5.5	0.2	0.5%
	"Sacramento County, CA"	"06067"	589	9858777	6.0	5.5	6.5	0.2	5.9	5.4	6.3	0.2	0.4%
	"San Benito County, CA"	"06069"	18	385124	Unreliable	2.8	7.4	1.1	Unreliable	2.7	7.2	1.1	0.0%
	"San Bernardino County, CA"	"06071"	379	14165896	2.7	2.4	2.9	0.1	2.7	2.4	3.0	0.1	0.3%
	"San Diego County, CA"	"06073"	1662	21418795	7.8	7.4	8.1	0.2	7.5	7.1	7.9	0.2	1.2%
	"San Francisco County, CA"	"06075"	408	5584321	7.3	6.6	8.0	0.4	6.4	5.8	7.0	0.3	0.3%
	"San Joaquin County, CA"	"06077"	418	4764452	8.8	7.9	9.6	0.4	9.0	8.1	9.9	0.4	0.3%
	"San Luis Obispo County, CA"	"06079"	130	1874181	6.9	5.7	8.1	0.6	7.1	5.8	8.3	0.6	0.1%
	"San Mateo County, CA"	"06081"	103	4986443	2.1	1.7	2.5	0.2	1.9	1.5	2.3	0.2	0.1%
	"Santa Barbara County, CA"	"06083"	74	2937565	2.5	2.0	3.2	0.3	2.6	2.0	3.3	0.3	0.1%
	"Santa Clara County, CA"	"06085"	330	12337810	2.7	2.4	3.0	0.1	2.5	2.2	2.8	0.1	0.2%
	"Santa Cruz County, CA"	"06087"	204	1814905	11.2	9.7	12.8	0.8	10.8	9.2	12.3	0.8	0.1%
	"Shasta County, CA"	"06089"	149	1240823	12.0	10.1	13.9	1.0	12.1	10.1	14.1	1.0	0.1%
	"Sierra County, CA"	"06091"	Suppressed	22804	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Siskiyou County, CA"	"06093"	30	312081	9.6	6.5	13.7	1.8	10.4	6.8	15.2	2.0	0.0%
	"Solano County, CA"	"06095"	105	2886479	3.6	2.9	4.3	0.4	3.6	2.9	4.3	0.4	0.1%
	"Sonoma County, CA"	"06097"	258	3348937	7.7	6.8	8.6	0.5	7.2	6.3	8.1	0.5	0.2%
	"Stanislaus County, CA"	"06099"	223	3587754	6.2	5.4	7.0	0.4	6.4	5.6	7.3	0.4	0.2%
	"Sutter County, CA"	"06101"	37	656970	5.6	4.0	7.8	0.9	6.0	4.2	8.4	1.0	0.0%
	"Tehama County, CA"	"06103"	14	439743	Unreliable	1.7	5.3	0.9	Unreliable	1.8	5.9	1.0	0.0%
	"Trinity County, CA"	"06105"	Suppressed	95735	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Tulare County, CA"	"06107"	112	3046740	3.7	3.0	4.4	0.3	4.2	3.4	5.0	0.4	0.1%
	"Tuolumne County, CA"	"06109"	60	389510	15.4	11.8	19.8	2.0	15.9	12.0	20.7	2.1	0.0%
	"Ventura County, CA"	"06111"	498	5710763	8.7	8.0	9.5	0.4	8.6	7.9	9.4	0.4	0.3%
	"Yolo County, CA"	"06113"	50	1387920	3.6	2.7	4.7	0.5	4.0	2.9	5.2	0.6	0.0%
	"Yuba County, CA"	"06115"	Suppressed	501072	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Adams County, CO"	"08001"	283	3035578	9.3	8.2	10.4	0.6	9.3	8.2	10.4	0.6	0.2%
	"Alamosa County, CO"	"08003"	Suppressed	108268	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Arapahoe County, CO"	"08005"	185	3941777	4.7	4.0	5.4	0.3	4.6	3.9	5.2	0.3	0.1%
	"Archuleta County, CO"	"08007"	Suppressed	84785	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Baca County, CO"	"08009"	Suppressed	26706	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Bent County, CO"	"08011"	Suppressed	42636	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Boulder County, CO"	"08013"	193	2054983	9.4	8.1	10.7	0.7	9.0	7.7	10.3	0.7	0.1%
	"Broomfield County, CO"	"08014"	16	379764	Unreliable	2.4	6.8	1.1	Unreliable	2.3	6.6	1.0	0.0%
	"Chaffee County, CO"	"08015"	Suppressed	123780	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Cheyenne County, CO"	"08017"	Suppressed	13085	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Clear Creek County, CO"	"08019"	Suppressed	63452	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Conejos County, CO"	"08021"	Suppressed	57635	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Costilla County, CO"	"08023"	Suppressed	24931	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Crowley County, CO"	"08025"	Suppressed	40569	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Custer County, CO"	"08027"	Suppressed	29112	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Delta County, CO"	"08029"	Suppressed	213613	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Denver County, CO"	"08031"	677	4140413	16.4	15.1	17.6	0.6	16.2	15.0	17.4	0.6	0.5%
	"Dolores County, CO"	"08033"	Suppressed	14185	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Douglas County, CO"	"08035"	85	1956046	4.3	3.5	5.4	0.5	4.9	3.9	6.1	0.6	0.1%
	"Eagle County, CO"	"08037"	Suppressed	357766	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Elbert County, CO"	"08039"	Suppressed	160067	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"El Paso County, CO"	"08041"	232	4277204	5.4	4.7	6.1	0.4	5.3	4.6	6.0	0.4	0.2%
	"Fremont County, CO"	"08043"	18	328828	Unreliable	3.2	8.7	1.3	Unreliable	3.1	8.4	1.3	0.0%
	"Garfield County, CO"	"08045"	Suppressed	387278	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Gilpin County, CO"	"08047"	Suppressed	36553	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Grand County, CO"	"08049"	Suppressed	101419	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Gunnison County, CO"	"08051"	Suppressed	106576	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Hinsdale County, CO"	"08053"	Suppressed	5785	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Huerfano County, CO"	"08055"	Suppressed	47902	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Jackson County, CO"	"08057"	Suppressed	9720	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Jefferson County, CO"	"08059"	265	3727322	7.1	6.3	8.0	0.4	6.9	6.1	7.8	0.4	0.2%
	"Kiowa County, CO"	"08061"	Suppressed	9911	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Kit Carson County, CO"	"08063"	Suppressed	57011	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Lake County, CO"	"08065"	Suppressed	51621	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"La Plata County, CO"	"08067"	16	354965	Unreliable	2.6	7.3	1.1	Unreliable	2.5	7.4	1.1	0.0%
	"Larimer County, CO"	"08069"	166	2070813	8.0	6.8	9.2	0.6	7.7	6.5	9.0	0.6	0.1%
	"Las Animas County, CO"	"08071"	Suppressed	108441	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Lincoln County, CO"	"08073"	Suppressed	38279	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Logan County, CO"	"08075"	Suppressed	156612	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Mesa County, CO"	"08077"	28	1006759	2.8	1.8	4.0	0.5	2.8	1.8	4.0	0.5	0.0%
	"Mineral County, CO"	"08079"	Suppressed	5231	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Moffat County, CO"	"08081"	Suppressed	94222	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Montezuma County, CO"	"08083"	Suppressed	177262	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Montrose County, CO"	"08085"	Suppressed	283160	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Morgan County, CO"	"08087"	15	196167	Unreliable	4.3	12.6	2.0	Unreliable	4.4	13.4	2.1	0.0%
	"Otero County, CO"	"08089"	Suppressed	131688	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Ouray County, CO"	"08091"	Suppressed	30462	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Park County, CO"	"08093"	Suppressed	113491	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Phillips County, CO"	"08095"	Suppressed	30708	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Pitkin County, CO"	"08097"	Suppressed	116293	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Prowers County, CO"	"08099"	Suppressed	88611	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Pueblo County, CO"	"08101"	118	1102201	10.7	8.8	12.6	1.0	11.6	9.5	13.7	1.1	0.1%
	"Rio Blanco County, CO"	"08103"	Suppressed	46155	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Rio Grande County, CO"	"08105"	Suppressed	83498	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Routt County, CO"	"08107"	11	161255	Unreliable	3.4	12.2	2.1	Unreliable	3.3	12.0	2.1	0.0%
	"Saguache County, CO"	"08109"	Suppressed	43324	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"San Juan County, CO"	"08111"	Suppressed	4718	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"San Miguel County, CO"	"08113"	Suppressed	51567	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Sedgwick County, CO"	"08115"	Suppressed	16813	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Summit County, CO"	"08117"	10	191454	Unreliable	2.5	9.6	1.7	Unreliable	2.4	9.2	1.6	0.0%
	"Teller County, CO"	"08119"	18	160745	Unreliable	6.6	17.7	2.6	Unreliable	5.4	15.9	2.5	0.0%
	"Washington County, CO"	"08121"	Suppressed	33732	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Weld County, CO"	"08123"	99	1735184	5.7	4.6	6.9	0.6	5.9	4.8	7.2	0.6	0.1%
	"Yuma County, CO"	"08125"	Suppressed	69699	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Fairfield County, CT"	"09001"	298	6384560	4.7	4.1	5.2	0.3	4.8	4.2	5.3	0.3	0.2%
	"Hartford County, CT"	"09003"	375	6231382	6.0	5.4	6.6	0.3	6.1	5.5	6.8	0.3	0.3%
	"Litchfield County, CT"	"09005"	100	1325984	7.5	6.1	9.0	0.8	8.3	6.7	10.0	0.9	0.1%
	"Middlesex County, CT"	"09007"	77	1155492	6.7	5.3	8.3	0.8	6.6	5.1	8.3	0.8	0.1%
	"New Haven County, CT"	"09009"	451	6006855	7.5	6.8	8.2	0.4	7.6	6.9	8.3	0.4	0.3%
	"New London County, CT"	"09011"	140	1909474	7.3	6.1	8.5	0.6	7.3	6.1	8.5	0.6	0.1%
	"Tolland County, CT"	"09013"	49	1059322	4.6	3.4	6.1	0.7	4.8	3.5	6.4	0.7	0.0%
	"Windham County, CT"	"09015"	57	824200	6.9	5.2	9.0	0.9	7.1	5.3	9.2	0.9	0.0%
	"Kent County, DE"	"10001"	104	1116449	9.3	7.5	11.1	0.9	9.9	8.0	11.9	1.0	0.1%
	"New Castle County, DE"	"10003"	281	3755111	7.5	6.6	8.4	0.4	7.3	6.5	8.2	0.4	0.2%
	"Sussex County, DE"	"10005"	141	1357222	10.4	8.7	12.1	0.9	11.6	9.6	13.5	1.0	0.1%
	"District of Columbia, DC"	"11001"	257	4169591	6.2	5.4	6.9	0.4	6.2	5.4	6.9	0.4	0.2%
	"Alachua County, FL"	"12001"	81	1721854	4.7	3.7	5.8	0.5	5.1	4.0	6.4	0.6	0.1%
	"Baker County, FL"	"12003"	22	186987	11.8	7.4	17.8	2.5	11.8	7.4	17.9	2.5	0.0%
	"Bay County, FL"	"12005"	114	1175331	9.7	7.9	11.5	0.9	9.9	8.0	11.7	0.9	0.1%
	"Bradford County, FL"	"12007"	31	199095	15.6	10.6	22.1	2.8	15.1	10.2	21.5	2.7	0.0%
	"Brevard County, FL"	"12009"	223	3793593	5.9	5.1	6.6	0.4	6.0	5.2	6.8	0.4	0.2%
	"Broward County, FL"	"12011"	925	12260491	7.5	7.1	8.0	0.2	7.2	6.8	7.7	0.2	0.6%
	"Calhoun County, FL"	"12013"	Suppressed	101360	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Charlotte County, FL"	"12015"	25	1119875	2.2	1.4	3.3	0.4	3.3	2.1	5.0	0.7	0.0%
	"Citrus County, FL"	"12017"	87	982930	8.9	7.1	10.9	0.9	12.8	10.1	15.9	1.4	0.1%
	"Clay County, FL"	"12019"	111	1316565	8.4	6.9	10.0	0.8	8.5	6.9	10.1	0.8	0.1%
	"Collier County, FL"	"12021"	212	2244265	9.4	8.2	10.7	0.6	10.9	9.4	12.4	0.8	0.1%
	"Columbia County, FL"	"12023"	43	470206	9.1	6.6	12.3	1.4	9.4	6.8	12.8	1.5	0.0%
	"DeSoto County, FL"	"12027"	Suppressed	242271	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Dixie County, FL"	"12029"	21	113626	18.5	11.4	28.3	4.0	18.0	10.8	28.0	4.1	0.0%
	"Duval County, FL"	"12031"	454	6022937	7.5	6.8	8.2	0.4	7.3	6.6	7.9	0.3	0.3%
	"Escambia County, FL"	"12033"	184	2091105	8.8	7.5	10.1	0.6	9.2	7.8	10.5	0.7	0.1%
	"Flagler County, FL"	"12035"	42	654532	6.4	4.6	8.7	1.0	7.2	5.1	9.9	1.2	0.0%
	"Franklin County, FL"	"12037"	Suppressed	80629	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Gadsden County, FL"	"12039"	Suppressed	322776	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Gilchrist County, FL"	"12041"	Suppressed	117217	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Glades County, FL"	"12043"	Suppressed	88871	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Gulf County, FL"	"12045"	11	110973	Unreliable	4.9	17.7	3.0	Unreliable	4.1	14.7	2.5	0.0%
	"Hamilton County, FL"	"12047"	Suppressed	102912	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Hardee County, FL"	"12049"	Suppressed	192934	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Hendry County, FL"	"12051"	19	271645	Unreliable	4.2	10.9	1.6	Unreliable	4.4	11.3	1.7	0.0%
	"Hernando County, FL"	"12053"	134	1197970	11.2	9.3	13.1	1.0	13.6	11.3	16.0	1.2	0.1%
	"Highlands County, FL"	"12055"	22	690879	3.2	2.0	4.8	0.7	3.6	2.2	5.5	0.8	0.0%
	"Hillsborough County, FL"	"12057"	1299	8542082	15.2	14.4	16.0	0.4	14.8	14.0	15.6	0.4	0.9%
	"Holmes County, FL"	"12059"	15	139707	Unreliable	6.0	17.7	2.8	Unreliable	6.3	18.6	3.0	0.0%
	"Indian River County, FL"	"12061"	94	956809	9.8	7.9	12.0	1.0	11.5	9.2	14.2	1.2	0.1%
	"Jackson County, FL"	"12063"	13	344975	Unreliable	2.0	6.4	1.0	Unreliable	1.9	6.2	1.0	0.0%
	"Jefferson County, FL"	"12065"	Suppressed	101829	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Lafayette County, FL"	"12067"	Suppressed	60255	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Lake County, FL"	"12069"	92	2061660	4.5	3.6	5.5	0.5	5.3	4.2	6.5	0.6	0.1%
	"Lee County, FL"	"12071"	450	4306052	10.5	9.5	11.4	0.5	11.8	10.7	12.9	0.6	0.3%
	"Leon County, FL"	"12073"	31	1913215	1.6	1.1	2.3	0.3	1.7	1.1	2.4	0.3	0.0%
	"Levy County, FL"	"12075"	37	282322	13.1	9.2	18.1	2.2	13.4	9.3	18.7	2.3	0.0%
	"Liberty County, FL"	"12077"	Suppressed	57749	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Madison County, FL"	"12079"	Suppressed	134543	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Manatee County, FL"	"12081"	339	2253528	15.0	13.4	16.6	0.8	17.4	15.5	19.4	1.0	0.2%
	"Marion County, FL"	"12083"	151	2301828	6.6	5.5	7.6	0.5	7.6	6.4	8.9	0.6	0.1%
	"Martin County, FL"	"12085"	87	1017849	8.5	6.8	10.5	0.9	10.3	8.1	12.8	1.2	0.1%
	"Miami-Dade County, FL"	"12086"	549	17363728	3.2	2.9	3.4	0.1	3.1	2.8	3.3	0.1	0.4%
	"Monroe County, FL"	"12087"	49	513828	9.5	7.1	12.6	1.4	9.5	6.9	12.7	1.4	0.0%
	"Nassau County, FL"	"12089"	51	504158	10.1	7.5	13.3	1.4	10.4	7.7	13.7	1.5	0.0%
	"Okaloosa County, FL"	"12091"	112	1284040	8.7	7.1	10.3	0.8	8.3	6.8	9.9	0.8	0.1%
	"Okeechobee County, FL"	"12093"	41	278978	14.7	10.5	19.9	2.3	15.1	10.8	20.6	2.4	0.0%
	"Orange County, FL"	"12095"	690	7948265	8.7	8.0	9.3	0.3	8.3	7.7	8.9	0.3	0.5%
	"Osceola County, FL"	"12097"	152	1855080	8.2	6.9	9.5	0.7	8.2	6.9	9.5	0.7	0.1%
	"Palm Beach County, FL"	"12099"	555	9185250	6.0	5.5	6.5	0.3	6.5	5.9	7.0	0.3	0.4%
	"Pasco County, FL"	"12101"	326	3218573	10.1	9.0	11.2	0.6	11.2	10.0	12.4	0.6	0.2%
	"Pinellas County, FL"	"12103"	495	6429853	7.7	7.0	8.4	0.3	8.0	7.3	8.7	0.4	0.3%
	"Polk County, FL"	"12105"	148	4175535	3.5	3.0	4.1	0.3	3.8	3.1	4.4	0.3	0.1%
	"Putnam County, FL"	"12107"	49	520983	9.4	7.0	12.4	1.3	10.8	7.9	14.4	1.6	0.0%
	"St. Johns County, FL"	"12109"	81	1299849	6.2	4.9	7.7	0.7	6.5	5.1	8.1	0.7	0.1%
	"St. Lucie County, FL"	"12111"	158	1911640	8.3	7.0	9.6	0.7	8.7	7.3	10.1	0.7	0.1%
	"Santa Rosa County, FL"	"12113"	118	1051211	11.2	9.2	13.3	1.0	10.9	8.9	12.9	1.0	0.1%
	"Sarasota County, FL"	"12115"	432	2648934	16.3	14.8	17.8	0.8	20.6	18.6	22.6	1.0	0.3%
	"Seminole County, FL"	"12117"	301	2941768	10.2	9.1	11.4	0.6	10.0	8.9	11.1	0.6	0.2%
	"Sumter County, FL"	"12119"	17	628175	Unreliable	1.6	4.3	0.7	Unreliable	2.2	6.9	1.1	0.0%
	"Suwannee County, FL"	"12121"	22	289058	7.6	4.8	11.5	1.6	8.6	5.3	13.1	1.9	0.0%
	"Taylor County, FL"	"12123"	Suppressed	155441	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Union County, FL"	"12125"	Suppressed	107485	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Volusia County, FL"	"12127"	480	3472084	13.8	12.6	15.1	0.6	15.2	13.8	16.6	0.7	0.3%
	"Wakulla County, FL"	"12129"	Suppressed	208587	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Walton County, FL"	"12131"	50	380015	13.2	9.8	17.3	1.9	13.1	9.7	17.4	1.9	0.0%
	"Washington County, FL"	"12133"	20	170451	11.7	7.2	18.1	2.6	11.7	7.0	18.2	2.6	0.0%
	"Appling County, GA"	"13001"	Suppressed	127011	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
